# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-10-28 21:36:24 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06479010 VERMILLION RIVER NR VERMILLION,SD
# -----------------------------------------------------------------------------------
#
# Data provided for site 06479010
#            TS   parameter     statistic     Description
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	128843_00060_00003	128843_00060_00003_cd
USGS	06479010	2010-02-05	80.0	A:e
USGS	06479010	2010-02-06	100	A:e
USGS	06479010	2010-02-07	110	A:e
USGS	06479010	2010-02-08	100	A:e
USGS	06479010	2010-02-09	93.0	A:e
USGS	06479010	2010-02-10	85.0	A:e
USGS	06479010	2010-02-11	93.0	A:e
USGS	06479010	2010-02-12	100	A:e
USGS	06479010	2010-02-13	100	A:e
USGS	06479010	2010-02-14	95.0	A:e
USGS	06479010	2010-02-15	90.0	A:e
USGS	06479010	2010-02-16	84.0	A:e
USGS	06479010	2010-02-17	80.0	A:e
USGS	06479010	2010-02-18	83.0	A:e
USGS	06479010	2010-02-19	84.0	A:e
USGS	06479010	2010-02-20	85.0	A:e
USGS	06479010	2010-02-21	82.0	A:e
USGS	06479010	2010-02-22	76.0	A:e
USGS	06479010	2010-02-23	70.0	A:e
USGS	06479010	2010-02-24	65.0	A:e
USGS	06479010	2010-02-25	70.0	A:e
USGS	06479010	2010-02-26	75.0	A:e
USGS	06479010	2010-02-27	80.0	A:e
USGS	06479010	2010-02-28	80.0	A:e
USGS	06479010	2010-03-01	82.0	A:e
USGS	06479010	2010-03-02	80.0	A:e
USGS	06479010	2010-03-03	80.0	A:e
USGS	06479010	2010-03-04	80.0	A:e
USGS	06479010	2010-03-05	83.0	A:e
USGS	06479010	2010-03-06	85.0	A:e
USGS	06479010	2010-03-07	90.0	A:e
USGS	06479010	2010-03-08	100	A:e
USGS	06479010	2010-03-09	120	A:e
USGS	06479010	2010-03-10	150	A:e
USGS	06479010	2010-03-11	600	A:e
USGS	06479010	2010-03-12	1500	A:e
USGS	06479010	2010-03-13	2600	A:e
USGS	06479010	2010-03-14	3300	A:e
USGS	06479010	2010-03-15	3630	A
USGS	06479010	2010-03-16	3700	A
USGS	06479010	2010-03-17	4650	A
USGS	06479010	2010-03-18	9170	A
USGS	06479010	2010-03-19	10200	A
USGS	06479010	2010-03-20	9140	A:e
USGS	06479010	2010-03-21	8000	A
USGS	06479010	2010-03-22	6910	A
USGS	06479010	2010-03-23	5950	A
USGS	06479010	2010-03-24	5180	A
USGS	06479010	2010-03-25	4650	A
USGS	06479010	2010-03-26	4290	A
USGS	06479010	2010-03-27	4100	A
USGS	06479010	2010-03-28	3920	A
USGS	06479010	2010-03-29	3720	A
USGS	06479010	2010-03-30	3520	A
USGS	06479010	2010-03-31	3250	A
USGS	06479010	2010-04-01	2870	A
USGS	06479010	2010-04-02	2470	A
USGS	06479010	2010-04-03	2100	A
USGS	06479010	2010-04-04	1750	A
USGS	06479010	2010-04-05	1510	A
USGS	06479010	2010-04-06	1310	A
USGS	06479010	2010-04-07	1200	A
USGS	06479010	2010-04-08	1130	A
USGS	06479010	2010-04-09	1060	A
USGS	06479010	2010-04-10	960	A
USGS	06479010	2010-04-11	865	A
USGS	06479010	2010-04-12	794	A
USGS	06479010	2010-04-13	733	A
USGS	06479010	2010-04-14	674	A
USGS	06479010	2010-04-15	629	A
USGS	06479010	2010-04-16	597	A
USGS	06479010	2010-04-17	568	A
USGS	06479010	2010-04-18	537	A
USGS	06479010	2010-04-19	501	A
USGS	06479010	2010-04-20	471	A
USGS	06479010	2010-04-21	450	A
USGS	06479010	2010-04-22	431	A
USGS	06479010	2010-04-23	414	A
USGS	06479010	2010-04-24	421	A
USGS	06479010	2010-04-25	483	A
USGS	06479010	2010-04-26	629	A
USGS	06479010	2010-04-27	826	A
USGS	06479010	2010-04-28	1090	A
USGS	06479010	2010-04-29	1280	A
USGS	06479010	2010-04-30	1260	A
USGS	06479010	2010-05-01	1070	A
USGS	06479010	2010-05-02	918	A
USGS	06479010	2010-05-03	804	A
USGS	06479010	2010-05-04	706	A
USGS	06479010	2010-05-05	626	A
USGS	06479010	2010-05-06	561	A
USGS	06479010	2010-05-07	513	A
USGS	06479010	2010-05-08	472	A
USGS	06479010	2010-05-09	443	A
USGS	06479010	2010-05-10	427	A
USGS	06479010	2010-05-11	462	A
USGS	06479010	2010-05-12	620	A
USGS	06479010	2010-05-13	859	A
USGS	06479010	2010-05-14	998	A
USGS	06479010	2010-05-15	995	A
USGS	06479010	2010-05-16	911	A
USGS	06479010	2010-05-17	809	A
USGS	06479010	2010-05-18	709	A
USGS	06479010	2010-05-19	623	A
USGS	06479010	2010-05-20	551	A
USGS	06479010	2010-05-21	495	A
USGS	06479010	2010-05-22	449	A
USGS	06479010	2010-05-23	415	A
USGS	06479010	2010-05-24	386	A
USGS	06479010	2010-05-25	357	A
USGS	06479010	2010-05-26	340	A
USGS	06479010	2010-05-27	319	A
USGS	06479010	2010-05-28	300	A
USGS	06479010	2010-05-29	279	A
USGS	06479010	2010-05-30	264	A
USGS	06479010	2010-05-31	258	A
USGS	06479010	2010-06-01	252	A
USGS	06479010	2010-06-02	258	A
USGS	06479010	2010-06-03	256	A
USGS	06479010	2010-06-04	276	A
USGS	06479010	2010-06-05	427	A
USGS	06479010	2010-06-06	504	A
USGS	06479010	2010-06-07	393	A
USGS	06479010	2010-06-08	339	A
USGS	06479010	2010-06-09	329	A
USGS	06479010	2010-06-10	332	A
USGS	06479010	2010-06-11	1140	A
USGS	06479010	2010-06-12	2600	A
USGS	06479010	2010-06-13	3060	A
USGS	06479010	2010-06-14	3050	A
USGS	06479010	2010-06-15	3020	A
USGS	06479010	2010-06-16	3050	A
USGS	06479010	2010-06-17	3090	A
USGS	06479010	2010-06-18	3180	A
USGS	06479010	2010-06-19	3310	A
USGS	06479010	2010-06-20	3390	A
USGS	06479010	2010-06-21	3420	A
USGS	06479010	2010-06-22	3500	A
USGS	06479010	2010-06-23	4110	A
USGS	06479010	2010-06-24	4090	A
USGS	06479010	2010-06-25	3820	A
USGS	06479010	2010-06-26	3580	A
USGS	06479010	2010-06-27	3400	A
USGS	06479010	2010-06-28	3250	A
USGS	06479010	2010-06-29	3110	A
USGS	06479010	2010-06-30	3000	A
USGS	06479010	2010-07-01	2900	A
USGS	06479010	2010-07-02	2740	A
USGS	06479010	2010-07-03	2570	A
USGS	06479010	2010-07-04	2400	A
USGS	06479010	2010-07-05	2190	A
USGS	06479010	2010-07-06	2100	A
USGS	06479010	2010-07-07	1880	A
USGS	06479010	2010-07-08	1790	A
USGS	06479010	2010-07-09	1710	A
USGS	06479010	2010-07-10	1560	A
USGS	06479010	2010-07-11	1340	A
USGS	06479010	2010-07-12	1260	A
USGS	06479010	2010-07-13	1370	A
USGS	06479010	2010-07-14	1390	A
USGS	06479010	2010-07-15	1260	A
USGS	06479010	2010-07-16	995	A
USGS	06479010	2010-07-17	825	A
USGS	06479010	2010-07-18	714	A
USGS	06479010	2010-07-19	636	A
USGS	06479010	2010-07-20	578	A
USGS	06479010	2010-07-21	530	A
USGS	06479010	2010-07-22	3180	A
USGS	06479010	2010-07-23	2910	A
USGS	06479010	2010-07-24	2450	A
USGS	06479010	2010-07-25	2320	A
USGS	06479010	2010-07-26	2480	A
USGS	06479010	2010-07-27	2840	A
USGS	06479010	2010-07-28	3150	A
USGS	06479010	2010-07-29	3400	A:e
USGS	06479010	2010-07-30	4200	A:e
USGS	06479010	2010-07-31	4000	A:e
USGS	06479010	2010-08-01	3900	A:e
USGS	06479010	2010-08-02	4870	A
USGS	06479010	2010-08-03	7720	A
USGS	06479010	2010-08-04	9660	A
USGS	06479010	2010-08-05	9600	A
USGS	06479010	2010-08-06	8660	A
USGS	06479010	2010-08-07	7220	A
USGS	06479010	2010-08-08	5710	A
USGS	06479010	2010-08-09	4900	A
USGS	06479010	2010-08-10	4290	A
USGS	06479010	2010-08-11	3880	A
USGS	06479010	2010-08-12	3560	A
USGS	06479010	2010-08-13	3280	A
USGS	06479010	2010-08-14	3050	A
USGS	06479010	2010-08-15	2840	A
USGS	06479010	2010-08-16	2630	A
USGS	06479010	2010-08-17	2410	A
USGS	06479010	2010-08-18	2140	A
USGS	06479010	2010-08-19	1840	A
USGS	06479010	2010-08-20	1580	A
USGS	06479010	2010-08-21	1310	A
USGS	06479010	2010-08-22	1110	A
USGS	06479010	2010-08-23	968	A
USGS	06479010	2010-08-24	877	A
USGS	06479010	2010-08-25	799	A
USGS	06479010	2010-08-26	756	A
USGS	06479010	2010-08-27	691	A
USGS	06479010	2010-08-28	620	A
USGS	06479010	2010-08-29	564	A
USGS	06479010	2010-08-30	519	A
USGS	06479010	2010-08-31	497	A
USGS	06479010	2010-09-01	491	A
USGS	06479010	2010-09-02	832	A
USGS	06479010	2010-09-03	1260	A
USGS	06479010	2010-09-04	1310	A
USGS	06479010	2010-09-05	1210	A
USGS	06479010	2010-09-06	990	A
USGS	06479010	2010-09-07	819	A
USGS	06479010	2010-09-08	719	A
USGS	06479010	2010-09-09	717	A
USGS	06479010	2010-09-10	705	A
USGS	06479010	2010-09-11	751	A
USGS	06479010	2010-09-12	697	A
USGS	06479010	2010-09-13	627	A
USGS	06479010	2010-09-14	570	A
USGS	06479010	2010-09-15	529	A
USGS	06479010	2010-09-16	497	A
USGS	06479010	2010-09-17	476	A
USGS	06479010	2010-09-18	517	A
USGS	06479010	2010-09-19	569	A
USGS	06479010	2010-09-20	616	A
USGS	06479010	2010-09-21	684	A
USGS	06479010	2010-09-22	757	A
USGS	06479010	2010-09-23	3170	A
USGS	06479010	2010-09-24	3650	A
USGS	06479010	2010-09-25	3260	A
USGS	06479010	2010-09-26	3020	A
USGS	06479010	2010-09-27	2860	A
USGS	06479010	2010-09-28	2830	A
USGS	06479010	2010-09-29	3000	A
USGS	06479010	2010-09-30	3220	A
USGS	06479010	2010-10-01	3250	A
USGS	06479010	2010-10-02	3230	A
USGS	06479010	2010-10-03	3150	A
USGS	06479010	2010-10-04	2970	A
USGS	06479010	2010-10-05	2690	A
USGS	06479010	2010-10-06	2290	A
USGS	06479010	2010-10-07	1890	A
USGS	06479010	2010-10-08	1580	A
USGS	06479010	2010-10-09	1300	A
USGS	06479010	2010-10-10	1090	A
USGS	06479010	2010-10-11	940	A
USGS	06479010	2010-10-12	851	A
USGS	06479010	2010-10-13	771	A
USGS	06479010	2010-10-14	714	A
USGS	06479010	2010-10-15	665	A
USGS	06479010	2010-10-16	630	A
USGS	06479010	2010-10-17	588	A
USGS	06479010	2010-10-18	554	A
USGS	06479010	2010-10-19	531	A
USGS	06479010	2010-10-20	516	A
USGS	06479010	2010-10-21	492	A
USGS	06479010	2010-10-22	481	A
USGS	06479010	2010-10-23	474	A
USGS	06479010	2010-10-24	472	A
USGS	06479010	2010-10-25	471	A
USGS	06479010	2010-10-26	670	A
USGS	06479010	2010-10-27	760	A
USGS	06479010	2010-10-28	764	A
USGS	06479010	2010-10-29	762	A
USGS	06479010	2010-10-30	710	A
USGS	06479010	2010-10-31	647	A
USGS	06479010	2010-11-01	607	A
USGS	06479010	2010-11-02	572	A
USGS	06479010	2010-11-03	549	A
USGS	06479010	2010-11-04	526	A
USGS	06479010	2010-11-05	507	A
USGS	06479010	2010-11-06	494	A
USGS	06479010	2010-11-07	479	A
USGS	06479010	2010-11-08	468	A
USGS	06479010	2010-11-09	461	A
USGS	06479010	2010-11-10	452	A
USGS	06479010	2010-11-11	439	A
USGS	06479010	2010-11-12	441	A
USGS	06479010	2010-11-13	451	A
USGS	06479010	2010-11-14	446	A
USGS	06479010	2010-11-15	437	A
USGS	06479010	2010-11-16	429	A
USGS	06479010	2010-11-17	419	A
USGS	06479010	2010-11-18	407	A
USGS	06479010	2010-11-19	401	A
USGS	06479010	2010-11-20	387	A
USGS	06479010	2010-11-21	376	A
USGS	06479010	2010-11-22	340	A:e
USGS	06479010	2010-11-23	300	A:e
USGS	06479010	2010-11-24	270	A:e
USGS	06479010	2010-11-25	230	A:e
USGS	06479010	2010-11-26	220	A:e
USGS	06479010	2010-11-27	260	A:e
USGS	06479010	2010-11-28	300	A:e
USGS	06479010	2010-11-29	280	A:e
USGS	06479010	2010-11-30	250	A:e
USGS	06479010	2010-12-01	210	A:e
USGS	06479010	2010-12-02	220	A:e
USGS	06479010	2010-12-03	260	A:e
USGS	06479010	2010-12-04	260	A:e
USGS	06479010	2010-12-05	250	A:e
USGS	06479010	2010-12-06	240	A:e
USGS	06479010	2010-12-07	240	A:e
USGS	06479010	2010-12-08	234	A:e
USGS	06479010	2010-12-09	230	A:e
USGS	06479010	2010-12-10	220	A:e
USGS	06479010	2010-12-11	200	A:e
USGS	06479010	2010-12-12	180	A:e
USGS	06479010	2010-12-13	190	A:e
USGS	06479010	2010-12-14	190	A:e
USGS	06479010	2010-12-15	195	A:e
USGS	06479010	2010-12-16	190	A:e
USGS	06479010	2010-12-17	175	A:e
USGS	06479010	2010-12-18	160	A:e
USGS	06479010	2010-12-19	150	A:e
USGS	06479010	2010-12-20	160	A:e
USGS	06479010	2010-12-21	150	A:e
USGS	06479010	2010-12-22	140	A:e
USGS	06479010	2010-12-23	135	A:e
USGS	06479010	2010-12-24	125	A:e
USGS	06479010	2010-12-25	125	A:e
USGS	06479010	2010-12-26	115	A:e
USGS	06479010	2010-12-27	120	A:e
USGS	06479010	2010-12-28	125	A:e
USGS	06479010	2010-12-29	130	A:e
USGS	06479010	2010-12-30	125	A:e
USGS	06479010	2010-12-31	115	A:e
USGS	06479010	2011-01-01	120	A:e
USGS	06479010	2011-01-02	130	A:e
USGS	06479010	2011-01-03	125	A:e
USGS	06479010	2011-01-04	115	A:e
USGS	06479010	2011-01-05	120	A:e
USGS	06479010	2011-01-06	125	A:e
USGS	06479010	2011-01-07	130	A:e
USGS	06479010	2011-01-08	115	A:e
USGS	06479010	2011-01-09	110	A:e
USGS	06479010	2011-01-10	100	A:e
USGS	06479010	2011-01-11	95.0	A:e
USGS	06479010	2011-01-12	90.0	A:e
USGS	06479010	2011-01-13	95.0	A:e
USGS	06479010	2011-01-14	95.0	A:e
USGS	06479010	2011-01-15	95.0	A:e
USGS	06479010	2011-01-16	100	A:e
USGS	06479010	2011-01-17	105	A:e
USGS	06479010	2011-01-18	90.0	A:e
USGS	06479010	2011-01-19	80.0	A:e
USGS	06479010	2011-01-20	75.0	A:e
USGS	06479010	2011-01-21	75.0	A:e
USGS	06479010	2011-01-22	70.0	A:e
USGS	06479010	2011-01-23	65.0	A:e
USGS	06479010	2011-01-24	70.0	A:e
USGS	06479010	2011-01-25	80.0	A:e
USGS	06479010	2011-01-26	85.0	A:e
USGS	06479010	2011-01-27	105	A:e
USGS	06479010	2011-01-28	120	A:e
USGS	06479010	2011-01-29	110	A:e
USGS	06479010	2011-01-30	100	A:e
USGS	06479010	2011-01-31	95.0	A:e
USGS	06479010	2011-02-01	90.0	A:e
USGS	06479010	2011-02-02	85.0	A:e
USGS	06479010	2011-02-03	90.0	A:e
USGS	06479010	2011-02-04	105	A:e
USGS	06479010	2011-02-05	120	A:e
USGS	06479010	2011-02-06	130	A:e
USGS	06479010	2011-02-07	120	A:e
USGS	06479010	2011-02-08	110	A:e
USGS	06479010	2011-02-09	120	A:e
USGS	06479010	2011-02-10	135	A:e
USGS	06479010	2011-02-11	148	A:e
USGS	06479010	2011-02-12	140	A:e
USGS	06479010	2011-02-13	135	A:e
USGS	06479010	2011-02-14	115	A:e
USGS	06479010	2011-02-15	120	A:e
USGS	06479010	2011-02-16	140	A:e
USGS	06479010	2011-02-17	200	A:e
USGS	06479010	2011-02-18	400	A:e
USGS	06479010	2011-02-19	700	A:e
USGS	06479010	2011-02-20	1100	A:e
USGS	06479010	2011-02-21	1350	A:e
USGS	06479010	2011-02-22	1600	A:e
USGS	06479010	2011-02-23	1750	A:e
USGS	06479010	2011-02-24	1400	A:e
USGS	06479010	2011-02-25	1000	A:e
USGS	06479010	2011-02-26	750	A:e
USGS	06479010	2011-02-27	650	A:e
USGS	06479010	2011-02-28	600	A:e
USGS	06479010	2011-03-01	680	A:e
USGS	06479010	2011-03-02	570	A:e
USGS	06479010	2011-03-03	570	A:e
USGS	06479010	2011-03-04	550	A:e
USGS	06479010	2011-03-05	470	A:e
USGS	06479010	2011-03-06	470	A:e
USGS	06479010	2011-03-07	450	A:e
USGS	06479010	2011-03-08	400	A:e
USGS	06479010	2011-03-09	390	A:e
USGS	06479010	2011-03-10	340	A:e
USGS	06479010	2011-03-11	420	A:e
USGS	06479010	2011-03-12	600	A:e
USGS	06479010	2011-03-13	767	A
USGS	06479010	2011-03-14	1120	A
USGS	06479010	2011-03-15	1460	A
USGS	06479010	2011-03-16	1690	A
USGS	06479010	2011-03-17	2110	A
USGS	06479010	2011-03-18	2390	A
USGS	06479010	2011-03-19	2550	A
USGS	06479010	2011-03-20	2770	A
USGS	06479010	2011-03-21	2960	A
USGS	06479010	2011-03-22	3290	A
USGS	06479010	2011-03-23	3640	A
USGS	06479010	2011-03-24	3890	A
USGS	06479010	2011-03-25	4440	A
USGS	06479010	2011-03-26	4640	A
USGS	06479010	2011-03-27	4550	A
USGS	06479010	2011-03-28	4330	A
USGS	06479010	2011-03-29	4090	A
USGS	06479010	2011-03-30	3820	A
USGS	06479010	2011-03-31	3530	A
USGS	06479010	2011-04-01	3220	A
USGS	06479010	2011-04-02	2930	A
USGS	06479010	2011-04-03	2670	A
USGS	06479010	2011-04-04	2430	A
USGS	06479010	2011-04-05	2130	A
USGS	06479010	2011-04-06	1950	A
USGS	06479010	2011-04-07	1780	A
USGS	06479010	2011-04-08	1600	A
USGS	06479010	2011-04-09	1480	A
USGS	06479010	2011-04-10	1420	A
USGS	06479010	2011-04-11	1390	A
USGS	06479010	2011-04-12	1390	A
USGS	06479010	2011-04-13	1400	A
USGS	06479010	2011-04-14	1350	A
USGS	06479010	2011-04-15	1620	A
USGS	06479010	2011-04-16	2740	A
USGS	06479010	2011-04-17	2610	A
USGS	06479010	2011-04-18	2350	A
USGS	06479010	2011-04-19	2800	A
USGS	06479010	2011-04-20	3280	A
USGS	06479010	2011-04-21	3480	A
USGS	06479010	2011-04-22	3760	A
USGS	06479010	2011-04-23	4630	A
USGS	06479010	2011-04-24	4870	A
USGS	06479010	2011-04-25	4550	A
USGS	06479010	2011-04-26	4270	A
USGS	06479010	2011-04-27	3990	A
USGS	06479010	2011-04-28	3710	A
USGS	06479010	2011-04-29	3430	A
USGS	06479010	2011-04-30	3270	A
USGS	06479010	2011-05-01	3120	A
USGS	06479010	2011-05-02	2890	A
USGS	06479010	2011-05-03	2630	A
USGS	06479010	2011-05-04	2370	A
USGS	06479010	2011-05-05	2150	A
USGS	06479010	2011-05-06	1940	A
USGS	06479010	2011-05-07	1800	A
USGS	06479010	2011-05-08	1640	A
USGS	06479010	2011-05-09	1490	A
USGS	06479010	2011-05-10	1340	A
USGS	06479010	2011-05-11	1280	A
USGS	06479010	2011-05-12	1310	A
USGS	06479010	2011-05-13	1290	A
USGS	06479010	2011-05-14	1230	A
USGS	06479010	2011-05-15	1160	A
USGS	06479010	2011-05-16	1130	A
USGS	06479010	2011-05-17	1130	A
USGS	06479010	2011-05-18	1130	A
USGS	06479010	2011-05-19	1100	A
USGS	06479010	2011-05-20	1100	A
USGS	06479010	2011-05-21	1390	A
USGS	06479010	2011-05-22	2000	A
USGS	06479010	2011-05-23	2050	A
USGS	06479010	2011-05-24	2030	A
USGS	06479010	2011-05-25	2100	A
USGS	06479010	2011-05-26	2130	A
USGS	06479010	2011-05-27	2030	A
USGS	06479010	2011-05-28	2030	A
USGS	06479010	2011-05-29	1950	A
USGS	06479010	2011-05-30	1850	A
USGS	06479010	2011-05-31	2090	A
USGS	06479010	2011-06-01	2040	A
USGS	06479010	2011-06-02	1970	A
USGS	06479010	2011-06-03	1940	A
USGS	06479010	2011-06-04	1920	A
USGS	06479010	2011-06-05	1900	A
USGS	06479010	2011-06-06	1870	A
USGS	06479010	2011-06-07	1820	A
USGS	06479010	2011-06-08	1670	A
USGS	06479010	2011-06-09	1510	A
USGS	06479010	2011-06-10	1780	A
USGS	06479010	2011-06-11	1360	A
USGS	06479010	2011-06-12	1180	A
USGS	06479010	2011-06-13	1200	A
USGS	06479010	2011-06-14	1350	A
USGS	06479010	2011-06-15	1620	A
USGS	06479010	2011-06-16	1530	A
USGS	06479010	2011-06-17	1350	A
USGS	06479010	2011-06-18	1190	A
USGS	06479010	2011-06-19	1080	A
USGS	06479010	2011-06-20	1020	A
USGS	06479010	2011-06-21	1920	A
USGS	06479010	2011-06-22	2130	A
USGS	06479010	2011-06-23	2040	A
USGS	06479010	2011-06-24	1950	A
USGS	06479010	2011-06-25	1880	A
USGS	06479010	2011-06-26	1870	A
USGS	06479010	2011-06-27	2630	A
USGS	06479010	2011-06-28	2140	A
USGS	06479010	2011-06-29	1820	A
USGS	06479010	2011-06-30	1590	A
USGS	06479010	2011-07-01	1300	A
USGS	06479010	2011-07-02	1110	A
USGS	06479010	2011-07-03	998	A
USGS	06479010	2011-07-04	948	A
USGS	06479010	2011-07-05	993	A
USGS	06479010	2011-07-06	1160	A
USGS	06479010	2011-07-07	1220	A
USGS	06479010	2011-07-08	1140	A
USGS	06479010	2011-07-09	1020	A
USGS	06479010	2011-07-10	906	A
USGS	06479010	2011-07-11	822	A
USGS	06479010	2011-07-12	795	A
USGS	06479010	2011-07-13	813	A
USGS	06479010	2011-07-14	816	A
USGS	06479010	2011-07-15	839	A
USGS	06479010	2011-07-16	830	A
USGS	06479010	2011-07-17	833	A
USGS	06479010	2011-07-18	815	A
USGS	06479010	2011-07-19	764	A
USGS	06479010	2011-07-20	699	A
USGS	06479010	2011-07-21	636	A
USGS	06479010	2011-07-22	591	A
USGS	06479010	2011-07-23	554	A
USGS	06479010	2011-07-24	518	A
USGS	06479010	2011-07-25	489	A
USGS	06479010	2011-07-26	466	A
USGS	06479010	2011-07-27	442	A
USGS	06479010	2011-07-28	443	A
USGS	06479010	2011-07-29	454	A
USGS	06479010	2011-07-30	487	A
USGS	06479010	2011-07-31	460	A
USGS	06479010	2011-08-01	451	A
USGS	06479010	2011-08-02	430	A
USGS	06479010	2011-08-03	419	A
USGS	06479010	2011-08-04	409	A
USGS	06479010	2011-08-05	399	A
USGS	06479010	2011-08-06	390	A
USGS	06479010	2011-08-07	383	A
USGS	06479010	2011-08-08	384	A
USGS	06479010	2011-08-09	383	A
USGS	06479010	2011-08-10	375	A
USGS	06479010	2011-08-11	374	A
USGS	06479010	2011-08-12	375	A
USGS	06479010	2011-08-13	368	A
USGS	06479010	2011-08-14	371	A
USGS	06479010	2011-08-15	374	A
USGS	06479010	2011-08-16	368	A
USGS	06479010	2011-08-17	359	A
USGS	06479010	2011-08-18	361	A
USGS	06479010	2011-08-19	354	A
USGS	06479010	2011-08-20	319	A
USGS	06479010	2011-08-21	284	A
USGS	06479010	2011-08-22	257	A
USGS	06479010	2011-08-23	228	A
USGS	06479010	2011-08-24	198	A
USGS	06479010	2011-08-25	175	A
USGS	06479010	2011-08-26	166	A
USGS	06479010	2011-08-27	165	A
USGS	06479010	2011-08-28	165	A
USGS	06479010	2011-08-29	189	A
USGS	06479010	2011-08-30	202	A
USGS	06479010	2011-08-31	234	A
USGS	06479010	2011-09-01	229	A
USGS	06479010	2011-09-02	236	A
USGS	06479010	2011-09-03	228	A
USGS	06479010	2011-09-04	218	A
USGS	06479010	2011-09-05	208	A
USGS	06479010	2011-09-06	203	A
USGS	06479010	2011-09-07	196	A
USGS	06479010	2011-09-08	186	A
USGS	06479010	2011-09-09	179	A
USGS	06479010	2011-09-10	176	A
USGS	06479010	2011-09-11	173	A
USGS	06479010	2011-09-12	171	A
USGS	06479010	2011-09-13	163	A
USGS	06479010	2011-09-14	155	A
USGS	06479010	2011-09-15	150	A
USGS	06479010	2011-09-16	148	A
USGS	06479010	2011-09-17	149	A
USGS	06479010	2011-09-18	148	A
USGS	06479010	2011-09-19	146	A
USGS	06479010	2011-09-20	149	A
USGS	06479010	2011-09-21	148	A
USGS	06479010	2011-09-22	157	A
USGS	06479010	2011-09-23	156	A
USGS	06479010	2011-09-24	155	A:e
USGS	06479010	2011-09-25	151	A:e
USGS	06479010	2011-09-26	147	A:e
USGS	06479010	2011-09-27	130	A
USGS	06479010	2011-09-28	130	A
USGS	06479010	2011-09-29	132	A
USGS	06479010	2011-09-30	131	A
USGS	06479010	2011-10-01	131	A
USGS	06479010	2011-10-02	134	A
USGS	06479010	2011-10-03	129	A
