# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-10-28 21:36:23 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06442900 ELM CR NEAR GANN VALLEY SD
# -----------------------------------------------------------------------------------
#
# Data provided for site 06442900
#            TS   parameter     statistic     Description
#        128631       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	128631_00060_00003	128631_00060_00003_cd
USGS	06442900	2016-10-30	0.09	A
USGS	06442900	2016-10-31	0.09	A
USGS	06442900	2016-11-01	0.09	A
USGS	06442900	2016-11-02	0.08	A
USGS	06442900	2016-11-03	0.07	A
USGS	06442900	2016-11-04	0.06	A
USGS	06442900	2016-11-05	0.05	A
USGS	06442900	2016-11-06	0.05	A
USGS	06442900	2016-11-07	0.03	A
USGS	06442900	2016-11-08	0.01	A
USGS	06442900	2016-11-09	0.04	A
USGS	06442900	2016-11-10	0.07	A
USGS	06442900	2016-11-11	0.09	A
USGS	06442900	2016-11-12	0.03	A
USGS	06442900	2016-11-13	0.04	A
USGS	06442900	2016-11-14	0.01	A
USGS	06442900	2016-11-15	0.00	A
USGS	06442900	2016-11-16	0.05	A
USGS	06442900	2016-11-17	0.01	A
USGS	06442900	2016-11-18	0.01	A
USGS	06442900	2016-11-19	0.03	A
USGS	06442900	2016-11-20	0.00	A
USGS	06442900	2016-11-21	0.09	A
USGS	06442900	2016-11-22	0.06	A
USGS	06442900	2016-11-23	0.00	A
USGS	06442900	2016-11-24	0.00	A
USGS	06442900	2016-11-25	0.00	A
USGS	06442900	2016-11-26	0.00	A
USGS	06442900	2016-11-27	0.04	A
USGS	06442900	2016-11-28	0.16	A
USGS	06442900	2016-11-29	0.01	A
USGS	06442900	2016-11-30	0.00	A
USGS	06442900	2016-12-01	0.26	A
USGS	06442900	2016-12-02	0.19	A
USGS	06442900	2016-12-03	0.11	A
USGS	06442900	2016-12-04	0.11	A
USGS	06442900	2016-12-05	0.05	A
USGS	06442900	2016-12-06	0.12	A:e
USGS	06442900	2016-12-07	0.11	A:e
USGS	06442900	2016-12-08	0.12	A:e
USGS	06442900	2016-12-09	0.12	A:e
USGS	06442900	2016-12-10	0.12	A:e
USGS	06442900	2016-12-11	0.12	A:e
USGS	06442900	2016-12-12	0.12	A:e
USGS	06442900	2016-12-13	0.12	A:e
USGS	06442900	2016-12-14	0.12	A:e
USGS	06442900	2016-12-15	0.12	A:e
USGS	06442900	2016-12-16	0.12	A:e
USGS	06442900	2016-12-17	0.12	A:e
USGS	06442900	2016-12-18	0.13	A:e
USGS	06442900	2016-12-19	0.14	A:e
USGS	06442900	2016-12-20	0.14	A:e
USGS	06442900	2016-12-21	0.15	A:e
USGS	06442900	2016-12-22	0.15	A:e
USGS	06442900	2016-12-23	0.16	A:e
USGS	06442900	2016-12-24	0.17	A:e
USGS	06442900	2016-12-25	0.17	A:e
USGS	06442900	2016-12-26	0.18	A:e
USGS	06442900	2016-12-27	0.19	A:e
USGS	06442900	2016-12-28	0.19	A:e
USGS	06442900	2016-12-29	0.21	A:e
USGS	06442900	2016-12-30	0.24	A:e
USGS	06442900	2016-12-31	0.25	A:e
USGS	06442900	2017-01-01	0.26	A:e
USGS	06442900	2017-01-02	0.26	A:e
USGS	06442900	2017-01-03	0.26	A:e
USGS	06442900	2017-01-04	0.26	A:e
USGS	06442900	2017-01-05	0.27	A:e
USGS	06442900	2017-01-06	0.29	A:e
USGS	06442900	2017-01-07	0.31	A:e
USGS	06442900	2017-01-08	0.32	A:e
USGS	06442900	2017-01-09	0.32	A:e
USGS	06442900	2017-01-10	0.32	A:e
USGS	06442900	2017-01-11	0.32	A:e
USGS	06442900	2017-01-12	0.32	A:e
USGS	06442900	2017-01-13	0.31	A:e
USGS	06442900	2017-01-14	0.32	A:e
USGS	06442900	2017-01-15	0.33	A:e
USGS	06442900	2017-01-16	0.33	A:e
USGS	06442900	2017-01-17	0.33	A:e
USGS	06442900	2017-01-18	0.33	A:e
USGS	06442900	2017-01-19	0.33	A:e
USGS	06442900	2017-01-20	0.33	A:e
USGS	06442900	2017-01-21	0.34	A:e
USGS	06442900	2017-01-22	0.34	A:e
USGS	06442900	2017-01-23	0.34	A:e
USGS	06442900	2017-01-24	0.34	A:e
USGS	06442900	2017-01-25	0.34	A:e
USGS	06442900	2017-01-26	0.34	A:e
USGS	06442900	2017-01-27	0.34	A:e
USGS	06442900	2017-01-28	0.35	A:e
USGS	06442900	2017-01-29	0.38	A:e
USGS	06442900	2017-01-30	0.43	A:e
USGS	06442900	2017-01-31	0.47	A:e
USGS	06442900	2017-02-01	0.48	A:e
USGS	06442900	2017-02-02	0.46	A:e
USGS	06442900	2017-02-03	0.42	A:e
USGS	06442900	2017-02-04	0.42	A:e
USGS	06442900	2017-02-05	0.44	A:e
USGS	06442900	2017-02-06	0.44	A:e
USGS	06442900	2017-02-07	0.40	A:e
USGS	06442900	2017-02-08	0.41	A:e
USGS	06442900	2017-02-09	0.41	A:e
USGS	06442900	2017-02-10	0.46	A:e
USGS	06442900	2017-02-11	2.45	A:e
USGS	06442900	2017-02-12	94.9	A:e
USGS	06442900	2017-02-13	132	A:e
USGS	06442900	2017-02-14	197	A:e
USGS	06442900	2017-02-15	225	A:e
USGS	06442900	2017-02-16	275	A:e
USGS	06442900	2017-02-17	340	A:e
USGS	06442900	2017-02-18	436	A:e
USGS	06442900	2017-02-19	416	A:e
USGS	06442900	2017-02-20	299	A:e
USGS	06442900	2017-02-21	206	A:e
USGS	06442900	2017-02-22	132	A:e
USGS	06442900	2017-02-23	89.8	A:e
USGS	06442900	2017-02-24	56.5	A:e
USGS	06442900	2017-02-25	28.1	A:e
USGS	06442900	2017-02-26	36.3	A
USGS	06442900	2017-02-27	36.9	A
USGS	06442900	2017-02-28	27.2	A
USGS	06442900	2017-03-01	20.9	A
USGS	06442900	2017-03-02	15.4	A
USGS	06442900	2017-03-03	12.5	A
USGS	06442900	2017-03-04	10.7	A
USGS	06442900	2017-03-05	9.96	A
USGS	06442900	2017-03-06	9.41	A
USGS	06442900	2017-03-07	8.87	A
USGS	06442900	2017-03-08	8.18	A
USGS	06442900	2017-03-09	6.78	A:e
USGS	06442900	2017-03-10	4.67	A:e
USGS	06442900	2017-03-11	3.13	A:e
USGS	06442900	2017-03-12	3.24	A:e
USGS	06442900	2017-03-13	3.03	A:e
USGS	06442900	2017-03-14	2.55	A:e
USGS	06442900	2017-03-15	3.42	A:e
USGS	06442900	2017-03-16	5.07	A
USGS	06442900	2017-03-17	5.35	A
USGS	06442900	2017-03-18	5.76	A
USGS	06442900	2017-03-19	7.11	A
USGS	06442900	2017-03-20	9.89	A
USGS	06442900	2017-03-21	8.77	A
USGS	06442900	2017-03-22	8.75	A
USGS	06442900	2017-03-23	9.93	A
USGS	06442900	2017-03-24	8.95	A
USGS	06442900	2017-03-25	7.50	A
USGS	06442900	2017-03-26	6.62	A
USGS	06442900	2017-03-27	6.34	A
USGS	06442900	2017-03-28	6.01	A
USGS	06442900	2017-03-29	5.56	A
USGS	06442900	2017-03-30	4.85	A
USGS	06442900	2017-03-31	4.45	A
USGS	06442900	2017-04-01	4.21	A
USGS	06442900	2017-04-02	4.10	A
USGS	06442900	2017-04-03	3.78	A
USGS	06442900	2017-04-04	3.59	A
USGS	06442900	2017-04-05	3.41	A
USGS	06442900	2017-04-06	3.26	A
USGS	06442900	2017-04-07	2.84	A
USGS	06442900	2017-04-08	2.73	A
USGS	06442900	2017-04-09	3.00	A
USGS	06442900	2017-04-10	2.87	A
USGS	06442900	2017-04-11	2.79	A
USGS	06442900	2017-04-12	3.21	A
USGS	06442900	2017-04-13	3.56	A
USGS	06442900	2017-04-14	3.46	A
USGS	06442900	2017-04-15	4.74	A
USGS	06442900	2017-04-16	4.43	A
USGS	06442900	2017-04-17	3.91	A
USGS	06442900	2017-04-18	4.98	A
USGS	06442900	2017-04-19	6.54	A
USGS	06442900	2017-04-20	5.69	A
USGS	06442900	2017-04-21	4.66	A
USGS	06442900	2017-04-22	4.24	A
USGS	06442900	2017-04-23	3.79	A
USGS	06442900	2017-04-24	3.91	A
USGS	06442900	2017-04-25	3.39	A
USGS	06442900	2017-04-26	3.06	A
USGS	06442900	2017-04-27	2.71	A
USGS	06442900	2017-04-28	2.36	A
USGS	06442900	2017-04-29	2.66	A
USGS	06442900	2017-04-30	2.08	A
USGS	06442900	2017-05-01	2.16	A
USGS	06442900	2017-05-02	2.04	A
USGS	06442900	2017-05-03	1.97	A
USGS	06442900	2017-05-04	1.78	A
USGS	06442900	2017-05-05	1.60	A
USGS	06442900	2017-05-06	1.42	A
USGS	06442900	2017-05-07	1.26	A
USGS	06442900	2017-05-08	1.16	A
USGS	06442900	2017-05-09	1.09	A
USGS	06442900	2017-05-10	1.05	A
USGS	06442900	2017-05-11	0.92	A
USGS	06442900	2017-05-12	0.87	A
USGS	06442900	2017-05-13	0.67	A
USGS	06442900	2017-05-14	0.49	A
USGS	06442900	2017-05-15	0.58	A
USGS	06442900	2017-05-16	0.55	A
USGS	06442900	2017-05-17	0.75	A
USGS	06442900	2017-05-18	0.81	A
USGS	06442900	2017-05-19	0.67	A
USGS	06442900	2017-05-20	1.08	A
USGS	06442900	2017-05-21	0.85	A
USGS	06442900	2017-05-22	0.96	A
USGS	06442900	2017-05-23	0.83	A
USGS	06442900	2017-05-24	0.72	A
USGS	06442900	2017-05-25	0.64	A
USGS	06442900	2017-05-26	0.54	A
USGS	06442900	2017-05-27	0.40	A
USGS	06442900	2017-05-28	0.41	A
USGS	06442900	2017-05-29	0.26	A
USGS	06442900	2017-05-30	0.27	A
USGS	06442900	2017-05-31	0.36	A
USGS	06442900	2017-06-01	0.29	A
USGS	06442900	2017-06-02	0.18	A
USGS	06442900	2017-06-03	0.10	A
USGS	06442900	2017-06-04	0.09	A
USGS	06442900	2017-06-05	0.00	A
USGS	06442900	2017-06-06	0.00	A
USGS	06442900	2017-06-07	0.00	A
USGS	06442900	2017-06-08	0.00	A
USGS	06442900	2017-06-09	0.00	A
USGS	06442900	2017-06-10	0.00	A
USGS	06442900	2017-06-11	0.32	A
USGS	06442900	2017-06-12	0.58	A
USGS	06442900	2017-06-13	0.31	A
USGS	06442900	2017-06-14	0.08	A
USGS	06442900	2017-06-15	0.01	A
USGS	06442900	2017-06-16	0.33	A
USGS	06442900	2017-06-17	0.32	A
USGS	06442900	2017-06-18	0.17	A
USGS	06442900	2017-06-19	0.09	A
USGS	06442900	2017-06-20	0.04	A
USGS	06442900	2017-06-21	0.10	A
USGS	06442900	2017-06-22	0.00	A
USGS	06442900	2017-06-23	0.00	A
USGS	06442900	2017-06-24	0.00	A
USGS	06442900	2017-06-25	0.00	A
USGS	06442900	2017-06-26	0.00	A
USGS	06442900	2017-06-27	0.00	A
USGS	06442900	2017-06-28	0.00	A
USGS	06442900	2017-06-29	0.00	A
USGS	06442900	2017-06-30	0.00	A
USGS	06442900	2017-07-01	0.00	A
USGS	06442900	2017-07-02	0.00	A
USGS	06442900	2017-07-03	0.00	A
USGS	06442900	2017-07-04	0.00	A
USGS	06442900	2017-07-05	0.00	A
USGS	06442900	2017-07-06	0.00	A
USGS	06442900	2017-07-07	0.00	A
USGS	06442900	2017-07-08	0.00	A
USGS	06442900	2017-07-09	0.00	A
USGS	06442900	2017-07-10	0.00	A
USGS	06442900	2017-07-11	0.00	A
USGS	06442900	2017-07-12	0.00	A
USGS	06442900	2017-07-13	0.00	A
USGS	06442900	2017-07-14	0.00	A
USGS	06442900	2017-07-15	0.00	A
USGS	06442900	2017-07-16	0.00	A
USGS	06442900	2017-07-17	0.00	A
USGS	06442900	2017-07-18	0.00	A
USGS	06442900	2017-07-19	0.00	A
USGS	06442900	2017-07-20	0.00	A
USGS	06442900	2017-07-21	0.00	A
USGS	06442900	2017-07-22	0.00	A
USGS	06442900	2017-07-23	0.00	A
USGS	06442900	2017-07-24	0.00	A
USGS	06442900	2017-07-25	0.00	A
USGS	06442900	2017-07-26	0.00	A
USGS	06442900	2017-07-27	0.00	A
USGS	06442900	2017-07-28	0.00	A
USGS	06442900	2017-07-29	0.00	A
USGS	06442900	2017-07-30	0.00	A
USGS	06442900	2017-07-31	0.00	A
USGS	06442900	2017-08-01	0.00	A
USGS	06442900	2017-08-02	0.00	A
USGS	06442900	2017-08-03	0.00	A
USGS	06442900	2017-08-04	0.00	A
USGS	06442900	2017-08-05	0.00	A
USGS	06442900	2017-08-06	0.00	A
USGS	06442900	2017-08-07	0.00	A
USGS	06442900	2017-08-08	0.00	A
USGS	06442900	2017-08-09	0.00	A
USGS	06442900	2017-08-10	0.00	A
USGS	06442900	2017-08-11	0.00	A
USGS	06442900	2017-08-12	0.00	A
USGS	06442900	2017-08-13	0.00	A
USGS	06442900	2017-08-14	0.00	A
USGS	06442900	2017-08-15	0.00	A
USGS	06442900	2017-08-16	0.06	A
USGS	06442900	2017-08-17	0.01	A
USGS	06442900	2017-08-18	0.00	A
USGS	06442900	2017-08-19	0.00	A
USGS	06442900	2017-08-20	0.00	A
USGS	06442900	2017-08-21	0.00	A
USGS	06442900	2017-08-22	0.00	A
USGS	06442900	2017-08-23	0.00	A
USGS	06442900	2017-08-24	0.00	A
USGS	06442900	2017-08-25	0.00	A
USGS	06442900	2017-08-26	0.00	A
USGS	06442900	2017-08-27	0.00	A
USGS	06442900	2017-08-28	0.00	A
USGS	06442900	2017-08-29	0.00	A
USGS	06442900	2017-08-30	0.00	A
USGS	06442900	2017-08-31	0.00	A
USGS	06442900	2017-09-01	0.00	A
USGS	06442900	2017-09-02	0.00	A
USGS	06442900	2017-09-03	0.00	A
USGS	06442900	2017-09-04	0.00	A
USGS	06442900	2017-09-05	0.00	A
USGS	06442900	2017-09-06	0.00	A
USGS	06442900	2017-09-07	0.00	A
USGS	06442900	2017-09-08	0.00	A
USGS	06442900	2017-09-09	0.00	A
USGS	06442900	2017-09-10	0.00	A
USGS	06442900	2017-09-11	0.00	A
USGS	06442900	2017-09-12	0.00	A
USGS	06442900	2017-09-13	0.09	A
USGS	06442900	2017-09-14	0.16	A
USGS	06442900	2017-09-15	0.00	A
USGS	06442900	2017-09-16	0.00	A
USGS	06442900	2017-09-17	0.00	A
USGS	06442900	2017-09-18	0.00	A
USGS	06442900	2017-09-19	0.00	A
USGS	06442900	2017-09-20	0.00	A
USGS	06442900	2017-09-21	0.00	A
USGS	06442900	2017-09-22	0.00	A
USGS	06442900	2017-09-23	0.00	A
USGS	06442900	2017-09-24	0.01	A
USGS	06442900	2017-09-25	0.00	A
USGS	06442900	2017-09-26	0.00	A
USGS	06442900	2017-09-27	0.00	A
USGS	06442900	2017-09-28	0.00	A
USGS	06442900	2017-09-29	0.00	A
USGS	06442900	2017-09-30	0.00	A
USGS	06442900	2017-10-01	0.00	A
USGS	06442900	2017-10-02	0.00	A
USGS	06442900	2017-10-03	0.00	A
USGS	06442900	2017-10-04	0.00	A
USGS	06442900	2017-10-05	0.00	A
USGS	06442900	2017-10-06	0.00	A
USGS	06442900	2017-10-07	0.00	A
USGS	06442900	2017-10-08	0.00	A
USGS	06442900	2017-10-09	0.00	A
USGS	06442900	2017-10-10	0.00	A
USGS	06442900	2017-10-11	0.00	A
USGS	06442900	2017-10-12	0.00	A
USGS	06442900	2017-10-13	0.00	A
USGS	06442900	2017-10-14	0.00	A
USGS	06442900	2017-10-15	0.01	A
USGS	06442900	2017-10-16	0.00	A
USGS	06442900	2017-10-17	0.10	A
USGS	06442900	2017-10-18	0.38	A
USGS	06442900	2017-10-19	0.16	A
USGS	06442900	2017-10-20	0.03	A
USGS	06442900	2017-10-21	0.00	A
USGS	06442900	2017-10-22	0.00	A
USGS	06442900	2017-10-23	0.00	A
USGS	06442900	2017-10-24	0.00	A
USGS	06442900	2017-10-25	0.00	A
USGS	06442900	2017-10-26	0.00	A
USGS	06442900	2017-10-27	0.00	A:e
USGS	06442900	2017-10-28	0.00	A:e
USGS	06442900	2017-10-29	0.00	A:e
USGS	06442900	2017-10-30	0.00	A:e
USGS	06442900	2017-10-31	0.00	A:e
USGS	06442900	2017-11-01	0.00	A:e
USGS	06442900	2017-11-02	0.00	A:e
USGS	06442900	2017-11-03	0.00	A:e
USGS	06442900	2017-11-04	0.00	A:e
USGS	06442900	2017-11-05	0.09	A:e
USGS	06442900	2017-11-06	0.22	A:e
USGS	06442900	2017-11-07	0.20	A:e
USGS	06442900	2017-11-08	0.18	A:e
USGS	06442900	2017-11-09	0.14	A:e
USGS	06442900	2017-11-10	0.12	A:e
USGS	06442900	2017-11-11	0.09	A:e
USGS	06442900	2017-11-12	0.06	A:e
USGS	06442900	2017-11-13	0.03	A:e
USGS	06442900	2017-11-14	0.02	A:e
USGS	06442900	2017-11-15	0.02	A:e
USGS	06442900	2017-11-16	0.02	A:e
USGS	06442900	2017-11-17	0.03	A:e
USGS	06442900	2017-11-18	0.03	A:e
USGS	06442900	2017-11-19	0.02	A:e
USGS	06442900	2017-11-20	0.02	A:e
USGS	06442900	2017-11-21	0.02	A:e
USGS	06442900	2017-11-22	0.02	A:e
USGS	06442900	2017-11-23	0.02	A:e
USGS	06442900	2017-11-24	0.02	A:e
USGS	06442900	2017-11-25	0.02	A:e
USGS	06442900	2017-11-26	0.02	A:e
USGS	06442900	2017-11-27	0.02	A:e
USGS	06442900	2017-11-28	0.02	A:e
USGS	06442900	2017-11-29	0.02	A:e
USGS	06442900	2017-11-30	0.02	A:e
USGS	06442900	2017-12-01	0.02	A:e
USGS	06442900	2017-12-02	0.02	A:e
USGS	06442900	2017-12-03	0.02	A:e
USGS	06442900	2017-12-04	0.02	A:e
USGS	06442900	2017-12-05	0.02	A:e
USGS	06442900	2017-12-06	0.02	A:e
USGS	06442900	2017-12-07	0.02	A:e
USGS	06442900	2017-12-08	0.02	A:e
USGS	06442900	2017-12-09	0.02	A:e
USGS	06442900	2017-12-10	0.03	A:e
USGS	06442900	2017-12-11	0.03	A:e
USGS	06442900	2017-12-12	0.03	A:e
USGS	06442900	2017-12-13	0.03	A:e
USGS	06442900	2017-12-14	0.03	A:e
USGS	06442900	2017-12-15	0.03	A:e
USGS	06442900	2017-12-16	0.03	A:e
USGS	06442900	2017-12-17	0.03	A:e
USGS	06442900	2017-12-18	0.03	A:e
USGS	06442900	2017-12-19	0.02	A:e
USGS	06442900	2017-12-20	0.02	A:e
USGS	06442900	2017-12-21	0.01	A:e
USGS	06442900	2017-12-22	0.01	A:e
USGS	06442900	2017-12-23	0.01	A:e
USGS	06442900	2017-12-24	0.00	A:e
USGS	06442900	2017-12-25	0.00	A:e
USGS	06442900	2017-12-26	0.00	A:e
USGS	06442900	2017-12-27	0.00	A:e
USGS	06442900	2017-12-28	0.00	A:e
USGS	06442900	2017-12-29	0.00	A:e
USGS	06442900	2017-12-30	0.00	A:e
USGS	06442900	2017-12-31	0.00	A:e
USGS	06442900	2018-01-01	0.00	A:e
USGS	06442900	2018-01-02	0.00	A:e
USGS	06442900	2018-01-03	0.00	A:e
USGS	06442900	2018-01-04	0.00	A:e
USGS	06442900	2018-01-05	0.00	A:e
USGS	06442900	2018-01-06	0.00	A:e
USGS	06442900	2018-01-07	0.00	A:e
USGS	06442900	2018-01-08	0.00	A:e
USGS	06442900	2018-01-09	0.00	A:e
USGS	06442900	2018-01-10	0.04	A:e
USGS	06442900	2018-01-11	0.04	A:e
USGS	06442900	2018-01-12	0.01	A:e
USGS	06442900	2018-01-13	0.00	A:e
USGS	06442900	2018-01-14	0.09	A:e
USGS	06442900	2018-01-15	0.17	A:e
USGS	06442900	2018-01-16	0.11	A:e
USGS	06442900	2018-01-17	0.11	A:e
USGS	06442900	2018-01-18	0.08	A:e
USGS	06442900	2018-01-19	0.10	A:e
USGS	06442900	2018-01-20	0.04	A:e
USGS	06442900	2018-01-21	0.01	A:e
USGS	06442900	2018-01-22	0.00	A:e
USGS	06442900	2018-01-23	0.00	A:e
USGS	06442900	2018-01-24	0.00	A:e
USGS	06442900	2018-01-25	0.00	A:e
USGS	06442900	2018-01-26	0.00	A:e
USGS	06442900	2018-01-27	0.00	A:e
USGS	06442900	2018-01-28	0.00	A:e
USGS	06442900	2018-01-29	0.00	A:e
USGS	06442900	2018-01-30	0.01	A:e
USGS	06442900	2018-01-31	0.01	A:e
USGS	06442900	2018-02-01	0.01	A:e
USGS	06442900	2018-02-02	0.01	A:e
USGS	06442900	2018-02-03	0.01	A:e
USGS	06442900	2018-02-04	0.01	A:e
USGS	06442900	2018-02-05	0.01	A:e
USGS	06442900	2018-02-06	0.01	A:e
USGS	06442900	2018-02-07	0.01	A:e
USGS	06442900	2018-02-08	0.01	A:e
USGS	06442900	2018-02-09	0.01	A:e
USGS	06442900	2018-02-10	0.01	A:e
USGS	06442900	2018-02-11	0.01	A:e
USGS	06442900	2018-02-12	0.01	A:e
USGS	06442900	2018-02-13	0.02	A:e
USGS	06442900	2018-02-14	0.02	A:e
USGS	06442900	2018-02-15	0.02	A:e
USGS	06442900	2018-02-16	0.02	A:e
USGS	06442900	2018-02-17	0.02	A:e
USGS	06442900	2018-02-18	0.02	A:e
USGS	06442900	2018-02-19	0.02	A:e
USGS	06442900	2018-02-20	0.02	A:e
USGS	06442900	2018-02-21	0.02	A:e
USGS	06442900	2018-02-22	0.02	A:e
USGS	06442900	2018-02-23	0.02	A:e
USGS	06442900	2018-02-24	0.02	A:e
USGS	06442900	2018-02-25	0.05	A:e
USGS	06442900	2018-02-26	0.62	A:e
USGS	06442900	2018-02-27	1.67	A:e
USGS	06442900	2018-02-28	3.14	A:e
USGS	06442900	2018-03-01	3.40	A:e
USGS	06442900	2018-03-02	5.82	A:e
USGS	06442900	2018-03-03	5.73	A:e
USGS	06442900	2018-03-04	5.45	A:e
USGS	06442900	2018-03-05	8.63	A:e
USGS	06442900	2018-03-06	6.81	A:e
USGS	06442900	2018-03-07	7.62	A:e
USGS	06442900	2018-03-08	8.66	A:e
USGS	06442900	2018-03-09	6.00	A:e
USGS	06442900	2018-03-10	5.84	A:e
USGS	06442900	2018-03-11	5.66	A:e
USGS	06442900	2018-03-12	5.10	A:e
USGS	06442900	2018-03-13	46.8	A:e
USGS	06442900	2018-03-14	63.0	A:e
USGS	06442900	2018-03-15	79.1	A:e
USGS	06442900	2018-03-16	133	A:e
USGS	06442900	2018-03-17	174	A:e
USGS	06442900	2018-03-18	149	A:e
USGS	06442900	2018-03-19	140	A:e
USGS	06442900	2018-03-20	157	A:e
USGS	06442900	2018-03-21	152	A:e
USGS	06442900	2018-03-22	180	A:e
USGS	06442900	2018-03-23	322	A:e
USGS	06442900	2018-03-24	598	A
USGS	06442900	2018-03-25	420	A
USGS	06442900	2018-03-26	202	A
USGS	06442900	2018-03-27	130	A
USGS	06442900	2018-03-28	89.3	A
USGS	06442900	2018-03-29	82.6	A
USGS	06442900	2018-03-30	73.3	A
USGS	06442900	2018-03-31	59.3	A
USGS	06442900	2018-04-01	46.3	A
USGS	06442900	2018-04-02	36.1	A
USGS	06442900	2018-04-03	29.6	A:e
USGS	06442900	2018-04-04	24.9	A:e
USGS	06442900	2018-04-05	21.0	A:e
USGS	06442900	2018-04-06	17.7	A
USGS	06442900	2018-04-07	14.9	A
USGS	06442900	2018-04-08	15.2	A
USGS	06442900	2018-04-09	14.2	A
USGS	06442900	2018-04-10	12.5	A
USGS	06442900	2018-04-11	11.5	A
USGS	06442900	2018-04-12	11.0	A
USGS	06442900	2018-04-13	11.5	A:e
USGS	06442900	2018-04-14	11.5	A:e
USGS	06442900	2018-04-15	11.6	A:e
USGS	06442900	2018-04-16	11.4	A:e
USGS	06442900	2018-04-17	10.9	A:e
USGS	06442900	2018-04-18	10.2	A:e
USGS	06442900	2018-04-19	20.1	A
USGS	06442900	2018-04-20	36.0	A
USGS	06442900	2018-04-21	139	A
USGS	06442900	2018-04-22	230	A
USGS	06442900	2018-04-23	214	A
USGS	06442900	2018-04-24	182	A
USGS	06442900	2018-04-25	145	A
USGS	06442900	2018-04-26	99.8	A
USGS	06442900	2018-04-27	72.9	A
USGS	06442900	2018-04-28	54.2	A
USGS	06442900	2018-04-29	39.9	A
USGS	06442900	2018-04-30	30.9	A
USGS	06442900	2018-05-01	23.5	A
USGS	06442900	2018-05-02	19.0	A
USGS	06442900	2018-05-03	16.1	A
USGS	06442900	2018-05-04	13.5	A
USGS	06442900	2018-05-05	10.3	A
USGS	06442900	2018-05-06	8.28	A
USGS	06442900	2018-05-07	6.52	A
USGS	06442900	2018-05-08	5.64	A
USGS	06442900	2018-05-09	4.76	A
USGS	06442900	2018-05-10	3.98	A
USGS	06442900	2018-05-11	3.56	A
USGS	06442900	2018-05-12	4.60	A
USGS	06442900	2018-05-13	5.84	A
USGS	06442900	2018-05-14	7.17	A
USGS	06442900	2018-05-15	13.3	A
USGS	06442900	2018-05-16	14.7	A
