# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-10-28 21:36:24 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06354881 OAK CREEK NR RATTLESNAKE BUTTE NR WAKPALA, SD
# -----------------------------------------------------------------------------------
#
# Data provided for site 06354881
#            TS   parameter     statistic     Description
#        250965       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	250965_00060_00003	250965_00060_00003_cd
USGS	06354881	2016-11-19	7.45	A:e
USGS	06354881	2016-11-20	7.60	A:e
USGS	06354881	2016-11-21	7.64	A:e
USGS	06354881	2016-11-22	7.64	A:e
USGS	06354881	2016-11-23	7.61	A:e
USGS	06354881	2016-11-24	7.55	A:e
USGS	06354881	2016-11-25	7.57	A:e
USGS	06354881	2016-11-26	7.61	A:e
USGS	06354881	2016-11-27	7.75	A:e
USGS	06354881	2016-11-28	8.03	A:e
USGS	06354881	2016-11-29	8.29	A:e
USGS	06354881	2016-11-30	8.41	A:e
USGS	06354881	2016-12-01	8.25	A:e
USGS	06354881	2016-12-02	7.86	A:e
USGS	06354881	2016-12-03	7.30	A:e
USGS	06354881	2016-12-04	6.59	A:e
USGS	06354881	2016-12-05	5.82	A:e
USGS	06354881	2016-12-06	5.10	A:e
USGS	06354881	2016-12-07	4.37	A:e
USGS	06354881	2016-12-08	3.61	A:e
USGS	06354881	2016-12-09	2.72	A:e
USGS	06354881	2016-12-10	2.14	A:e
USGS	06354881	2016-12-11	1.74	A:e
USGS	06354881	2016-12-12	1.46	A:e
USGS	06354881	2016-12-13	1.16	A:e
USGS	06354881	2016-12-14	0.97	A:e
USGS	06354881	2016-12-15	0.88	A:e
USGS	06354881	2016-12-16	0.82	A:e
USGS	06354881	2016-12-17	0.81	A:e
USGS	06354881	2016-12-18	0.86	A:e
USGS	06354881	2016-12-19	1.16	A:e
USGS	06354881	2016-12-20	1.61	A:e
USGS	06354881	2016-12-21	2.25	A:e
USGS	06354881	2016-12-22	2.66	A:e
USGS	06354881	2016-12-23	2.72	A:e
USGS	06354881	2016-12-24	2.76	A:e
USGS	06354881	2016-12-25	2.71	A:e
USGS	06354881	2016-12-26	2.57	A:e
USGS	06354881	2016-12-27	2.42	A:e
USGS	06354881	2016-12-28	2.27	A:e
USGS	06354881	2016-12-29	2.12	A:e
USGS	06354881	2016-12-30	1.98	A:e
USGS	06354881	2016-12-31	1.88	A:e
USGS	06354881	2017-01-01	1.79	A:e
USGS	06354881	2017-01-02	1.70	A:e
USGS	06354881	2017-01-03	1.64	A:e
USGS	06354881	2017-01-04	1.63	A:e
USGS	06354881	2017-01-05	1.59	A:e
USGS	06354881	2017-01-06	1.52	A:e
USGS	06354881	2017-01-07	1.48	A:e
USGS	06354881	2017-01-08	1.39	A:e
USGS	06354881	2017-01-09	1.32	A:e
USGS	06354881	2017-01-10	1.37	A:e
USGS	06354881	2017-01-11	1.51	A:e
USGS	06354881	2017-01-12	1.69	A:e
USGS	06354881	2017-01-13	1.95	A:e
USGS	06354881	2017-01-14	2.22	A:e
USGS	06354881	2017-01-15	2.38	A:e
USGS	06354881	2017-01-16	2.50	A:e
USGS	06354881	2017-01-17	2.60	A:e
USGS	06354881	2017-01-18	2.69	A:e
USGS	06354881	2017-01-19	2.77	A:e
USGS	06354881	2017-01-20	2.83	A:e
USGS	06354881	2017-01-21	2.89	A:e
USGS	06354881	2017-01-22	2.93	A:e
USGS	06354881	2017-01-23	2.94	A:e
USGS	06354881	2017-01-24	2.93	A:e
USGS	06354881	2017-01-25	2.89	A:e
USGS	06354881	2017-01-26	2.83	A:e
USGS	06354881	2017-01-27	2.75	A:e
USGS	06354881	2017-01-28	2.66	A:e
USGS	06354881	2017-01-29	2.56	A:e
USGS	06354881	2017-01-30	2.47	A:e
USGS	06354881	2017-01-31	2.41	A:e
USGS	06354881	2017-02-01	2.34	A:e
USGS	06354881	2017-02-02	2.23	A:e
USGS	06354881	2017-02-03	2.11	A:e
USGS	06354881	2017-02-04	2.02	A:e
USGS	06354881	2017-02-05	1.94	A:e
USGS	06354881	2017-02-06	1.98	A:e
USGS	06354881	2017-02-07	2.13	A:e
USGS	06354881	2017-02-08	2.23	A:e
USGS	06354881	2017-02-09	2.34	A:e
USGS	06354881	2017-02-10	2.34	A:e
USGS	06354881	2017-02-11	2.49	A:e
USGS	06354881	2017-02-12	3.08	A:e
USGS	06354881	2017-02-13	3.99	A:e
USGS	06354881	2017-02-14	6.02	A:e
USGS	06354881	2017-02-15	8.23	A:e
USGS	06354881	2017-02-16	10.4	A:e
USGS	06354881	2017-02-17	12.8	A:e
USGS	06354881	2017-02-18	15.4	A:e
USGS	06354881	2017-02-19	18.3	A:e
USGS	06354881	2017-02-20	21.0	A:e
USGS	06354881	2017-02-21	27.3	A:e
USGS	06354881	2017-02-22	43.6	A:e
USGS	06354881	2017-02-23	55.1	A:e
USGS	06354881	2017-02-24	60.9	A:e
USGS	06354881	2017-02-25	62.9	A:e
USGS	06354881	2017-02-26	63.6	A:e
USGS	06354881	2017-02-27	62.6	A:e
USGS	06354881	2017-02-28	59.3	A:e
USGS	06354881	2017-03-01	55.4	A:e
USGS	06354881	2017-03-02	51.3	A:e
USGS	06354881	2017-03-03	48.1	A:e
USGS	06354881	2017-03-04	44.9	A:e
USGS	06354881	2017-03-05	42.4	A:e
USGS	06354881	2017-03-06	42.4	A:e
USGS	06354881	2017-03-07	42.4	A:e
USGS	06354881	2017-03-08	43.2	A:e
USGS	06354881	2017-03-09	44.4	A:e
USGS	06354881	2017-03-10	51.5	A:e
USGS	06354881	2017-03-11	62.0	A:e
USGS	06354881	2017-03-12	68.1	A:e
USGS	06354881	2017-03-13	68.9	A:e
USGS	06354881	2017-03-14	68.8	A:e
USGS	06354881	2017-03-15	74.9	A:e
USGS	06354881	2017-03-16	83.7	A:e
USGS	06354881	2017-03-17	90.6	A:e
USGS	06354881	2017-03-18	96.8	A:e
USGS	06354881	2017-03-19	103	A:e
USGS	06354881	2017-03-20	113	A:e
USGS	06354881	2017-03-21	184	A:e
USGS	06354881	2017-03-22	339	A:e
USGS	06354881	2017-03-23	329	A:e
USGS	06354881	2017-03-24	301	A:e
USGS	06354881	2017-03-25	285	A:e
USGS	06354881	2017-03-26	261	A:e
USGS	06354881	2017-03-27	210	A:e
USGS	06354881	2017-03-28	172	A
USGS	06354881	2017-03-29	132	A
USGS	06354881	2017-03-30	103	A
USGS	06354881	2017-03-31	87.8	A
USGS	06354881	2017-04-01	73.6	A
USGS	06354881	2017-04-02	61.8	A
USGS	06354881	2017-04-03	52.2	A
USGS	06354881	2017-04-04	43.5	A
USGS	06354881	2017-04-05	36.5	A
USGS	06354881	2017-04-06	31.5	A
USGS	06354881	2017-04-07	27.9	A
USGS	06354881	2017-04-08	25.7	A
USGS	06354881	2017-04-09	24.3	A
USGS	06354881	2017-04-10	22.5	A
USGS	06354881	2017-04-11	20.0	A
USGS	06354881	2017-04-12	17.3	A
USGS	06354881	2017-04-13	15.0	A
USGS	06354881	2017-04-14	13.8	A
USGS	06354881	2017-04-15	13.6	A
USGS	06354881	2017-04-16	13.0	A
USGS	06354881	2017-04-17	11.6	A
USGS	06354881	2017-04-18	11.1	A
USGS	06354881	2017-04-19	11.6	A
USGS	06354881	2017-04-20	12.9	A
USGS	06354881	2017-04-21	13.4	A
USGS	06354881	2017-04-22	12.1	A
USGS	06354881	2017-04-23	10.7	A
USGS	06354881	2017-04-24	9.46	A
USGS	06354881	2017-04-25	9.26	A
USGS	06354881	2017-04-26	9.08	A
USGS	06354881	2017-04-27	8.64	A
USGS	06354881	2017-04-28	8.25	A
USGS	06354881	2017-04-29	7.61	A
USGS	06354881	2017-04-30	7.08	A
USGS	06354881	2017-05-01	6.43	A
USGS	06354881	2017-05-02	6.28	A
USGS	06354881	2017-05-03	6.07	A
USGS	06354881	2017-05-04	5.41	A
USGS	06354881	2017-05-05	4.93	A
USGS	06354881	2017-05-06	4.35	A
USGS	06354881	2017-05-07	3.66	A
USGS	06354881	2017-05-08	3.15	A
USGS	06354881	2017-05-09	3.05	A
USGS	06354881	2017-05-10	3.13	A
USGS	06354881	2017-05-11	3.07	A
USGS	06354881	2017-05-12	2.85	A
USGS	06354881	2017-05-13	2.58	A
USGS	06354881	2017-05-14	2.33	A
USGS	06354881	2017-05-15	2.02	A
USGS	06354881	2017-05-16	2.67	A
USGS	06354881	2017-05-17	2.90	A
USGS	06354881	2017-05-18	3.12	A
USGS	06354881	2017-05-19	2.68	A
USGS	06354881	2017-05-20	2.26	A
USGS	06354881	2017-05-21	2.14	A
USGS	06354881	2017-05-22	2.34	A
USGS	06354881	2017-05-23	2.48	A
USGS	06354881	2017-05-24	2.36	A
USGS	06354881	2017-05-25	2.80	A
USGS	06354881	2017-05-26	2.37	A
USGS	06354881	2017-05-27	2.21	A
USGS	06354881	2017-05-28	1.80	A
USGS	06354881	2017-05-29	1.61	A
USGS	06354881	2017-05-30	1.47	A
USGS	06354881	2017-05-31	1.15	A
USGS	06354881	2017-06-01	0.94	A
USGS	06354881	2017-06-02	0.93	A
USGS	06354881	2017-06-03	0.95	A
USGS	06354881	2017-06-04	0.80	A
USGS	06354881	2017-06-05	0.75	A
USGS	06354881	2017-06-06	2.62	A
USGS	06354881	2017-06-07	14.9	A
USGS	06354881	2017-06-08	10.7	A
USGS	06354881	2017-06-09	7.81	A
USGS	06354881	2017-06-10	5.98	A
USGS	06354881	2017-06-11	4.83	A
USGS	06354881	2017-06-12	3.43	A
USGS	06354881	2017-06-13	4.49	A
USGS	06354881	2017-06-14	3.99	A
USGS	06354881	2017-06-15	3.56	A
USGS	06354881	2017-06-16	2.53	A
USGS	06354881	2017-06-17	1.88	A
USGS	06354881	2017-06-18	1.64	A
USGS	06354881	2017-06-19	1.29	A
USGS	06354881	2017-06-20	1.19	A
USGS	06354881	2017-06-21	1.23	A
USGS	06354881	2017-06-22	0.84	A
USGS	06354881	2017-06-23	0.63	A
USGS	06354881	2017-06-24	0.49	A
USGS	06354881	2017-06-25	0.42	A
USGS	06354881	2017-06-26	0.32	A
USGS	06354881	2017-06-27	0.23	A
USGS	06354881	2017-06-28	0.18	A
USGS	06354881	2017-06-29	0.15	A
USGS	06354881	2017-06-30	0.12	A
USGS	06354881	2017-07-01	0.10	A
USGS	06354881	2017-07-02	0.09	A
USGS	06354881	2017-07-03	0.19	A
USGS	06354881	2017-07-04	0.26	A
USGS	06354881	2017-07-05	0.22	A
USGS	06354881	2017-07-06	0.14	A
USGS	06354881	2017-07-07	0.10	A
USGS	06354881	2017-07-08	0.08	A
USGS	06354881	2017-07-09	0.05	A
USGS	06354881	2017-07-10	0.02	A
USGS	06354881	2017-07-11	0.03	A
USGS	06354881	2017-07-12	0.00	A:e
USGS	06354881	2017-07-13	0.00	A:e
USGS	06354881	2017-07-14	0.00	A:e
USGS	06354881	2017-07-15	0.00	A:e
USGS	06354881	2017-07-16	0.00	A:e
USGS	06354881	2017-07-17	0.00	A:e
USGS	06354881	2017-07-18	0.19	A:e
USGS	06354881	2017-07-19	0.40	A:e
USGS	06354881	2017-07-20	3.90	A
USGS	06354881	2017-07-21	9.06	A
USGS	06354881	2017-07-22	8.48	A
USGS	06354881	2017-07-23	3.18	A
USGS	06354881	2017-07-24	1.54	A
USGS	06354881	2017-07-25	1.01	A
USGS	06354881	2017-07-26	0.88	A
USGS	06354881	2017-07-27	0.56	A
USGS	06354881	2017-07-28	0.35	A
USGS	06354881	2017-07-29	0.23	A
USGS	06354881	2017-07-30	2.30	A
USGS	06354881	2017-07-31	1.12	A
USGS	06354881	2017-08-01	0.41	A
USGS	06354881	2017-08-02	0.30	A
USGS	06354881	2017-08-03	2.14	A
USGS	06354881	2017-08-04	0.82	A
USGS	06354881	2017-08-05	2.59	A
USGS	06354881	2017-08-06	38.2	A
USGS	06354881	2017-08-07	12.2	A
USGS	06354881	2017-08-08	3.88	A
USGS	06354881	2017-08-09	2.55	A
USGS	06354881	2017-08-10	1.33	A
USGS	06354881	2017-08-11	0.81	A
USGS	06354881	2017-08-12	22.8	A
USGS	06354881	2017-08-13	37.8	A
USGS	06354881	2017-08-14	12.3	A
USGS	06354881	2017-08-15	8.18	A
USGS	06354881	2017-08-16	9.35	A
USGS	06354881	2017-08-17	15.6	A
USGS	06354881	2017-08-18	12.1	A
USGS	06354881	2017-08-19	8.24	A
USGS	06354881	2017-08-20	5.98	A
USGS	06354881	2017-08-21	4.34	A
USGS	06354881	2017-08-22	2.99	A
USGS	06354881	2017-08-23	2.41	A
USGS	06354881	2017-08-24	1.94	A
USGS	06354881	2017-08-25	1.76	A
USGS	06354881	2017-08-26	1.57	A
USGS	06354881	2017-08-27	1.58	A
USGS	06354881	2017-08-28	1.43	A
USGS	06354881	2017-08-29	1.38	A
USGS	06354881	2017-08-30	1.24	A
USGS	06354881	2017-08-31	1.01	A
USGS	06354881	2017-09-01	1.16	A
USGS	06354881	2017-09-02	1.12	A
USGS	06354881	2017-09-03	1.00	A
USGS	06354881	2017-09-04	0.84	A
USGS	06354881	2017-09-05	0.74	A
USGS	06354881	2017-09-06	0.74	A
USGS	06354881	2017-09-07	0.67	A
USGS	06354881	2017-09-08	0.57	A
USGS	06354881	2017-09-09	0.54	A
USGS	06354881	2017-09-10	0.51	A
USGS	06354881	2017-09-11	0.48	A
USGS	06354881	2017-09-12	0.39	A
USGS	06354881	2017-09-13	0.33	A
USGS	06354881	2017-09-14	0.30	A
USGS	06354881	2017-09-15	0.28	A
USGS	06354881	2017-09-16	0.24	A
USGS	06354881	2017-09-17	0.30	A
USGS	06354881	2017-09-18	0.37	A
USGS	06354881	2017-09-19	0.38	A
USGS	06354881	2017-09-20	0.35	A
USGS	06354881	2017-09-21	0.37	A
USGS	06354881	2017-09-22	0.35	A
USGS	06354881	2017-09-23	0.31	A
USGS	06354881	2017-09-24	0.31	A
USGS	06354881	2017-09-25	0.18	A
USGS	06354881	2017-09-26	0.25	A
USGS	06354881	2017-09-27	0.23	A
USGS	06354881	2017-09-28	0.23	A
USGS	06354881	2017-09-29	0.28	A
USGS	06354881	2017-09-30	0.33	A
USGS	06354881	2017-10-01	0.34	A
USGS	06354881	2017-10-02	0.40	A
USGS	06354881	2017-10-03	0.56	A
USGS	06354881	2017-10-04	0.63	A
USGS	06354881	2017-10-05	1.06	A
USGS	06354881	2017-10-06	1.99	A
USGS	06354881	2017-10-07	2.32	A
USGS	06354881	2017-10-08	2.87	A
USGS	06354881	2017-10-09	3.94	A
USGS	06354881	2017-10-10	2.33	A
USGS	06354881	2017-10-11	2.34	A
USGS	06354881	2017-10-12	2.41	A
USGS	06354881	2017-10-13	2.68	A
USGS	06354881	2017-10-14	3.22	A
USGS	06354881	2017-10-15	3.01	A
USGS	06354881	2017-10-16	3.15	A
USGS	06354881	2017-10-17	3.56	A
USGS	06354881	2017-10-18	3.29	A
USGS	06354881	2017-10-19	3.17	A
USGS	06354881	2017-10-20	3.31	A
USGS	06354881	2017-10-21	3.60	A
USGS	06354881	2017-10-22	4.35	A
USGS	06354881	2017-10-23	4.29	A
USGS	06354881	2017-10-24	4.27	A
USGS	06354881	2017-10-25	4.09	A
USGS	06354881	2017-10-26	3.47	A
USGS	06354881	2017-10-27	2.90	A
USGS	06354881	2017-10-28	2.82	A
USGS	06354881	2017-10-29	2.80	A
USGS	06354881	2017-10-30	2.75	A
USGS	06354881	2017-10-31	2.79	A
USGS	06354881	2017-11-01	2.89	A
USGS	06354881	2017-11-02	2.79	A
USGS	06354881	2017-11-03	2.76	A
USGS	06354881	2017-11-04	2.77	A
USGS	06354881	2017-11-05	2.32	A
USGS	06354881	2017-11-06	2.04	A
USGS	06354881	2017-11-07	1.84	A
USGS	06354881	2017-11-08	1.80	A
USGS	06354881	2017-11-09	1.49	A
USGS	06354881	2017-11-10	1.43	A:e
USGS	06354881	2017-11-11	1.30	A:e
USGS	06354881	2017-11-12	1.17	A:e
USGS	06354881	2017-11-13	1.02	A:e
USGS	06354881	2017-11-14	0.92	A:e
USGS	06354881	2017-11-15	0.79	A:e
USGS	06354881	2017-11-16	0.61	A:e
USGS	06354881	2017-11-17	0.50	A:e
USGS	06354881	2017-11-18	0.43	A:e
USGS	06354881	2017-11-19	0.39	A:e
USGS	06354881	2017-11-20	0.37	A:e
USGS	06354881	2017-11-21	0.35	A:e
USGS	06354881	2017-11-22	0.36	A:e
USGS	06354881	2017-11-23	0.39	A:e
USGS	06354881	2017-11-24	0.41	A:e
USGS	06354881	2017-11-25	0.43	A:e
USGS	06354881	2017-11-26	0.44	A:e
USGS	06354881	2017-11-27	0.44	A:e
USGS	06354881	2017-11-28	0.44	A:e
USGS	06354881	2017-11-29	0.45	A:e
USGS	06354881	2017-11-30	0.45	A:e
USGS	06354881	2017-12-01	0.44	A:e
USGS	06354881	2017-12-02	0.43	A:e
USGS	06354881	2017-12-03	0.42	A:e
USGS	06354881	2017-12-04	0.41	A:e
USGS	06354881	2017-12-05	0.41	A:e
USGS	06354881	2017-12-06	0.40	A:e
USGS	06354881	2017-12-07	0.39	A:e
USGS	06354881	2017-12-08	0.37	A:e
USGS	06354881	2017-12-09	0.60	A:e
USGS	06354881	2017-12-10	0.93	A:e
USGS	06354881	2017-12-11	1.16	A:e
USGS	06354881	2017-12-12	1.31	A:e
USGS	06354881	2017-12-13	1.34	A:e
USGS	06354881	2017-12-14	1.35	A:e
USGS	06354881	2017-12-15	1.27	A:e
USGS	06354881	2017-12-16	1.15	A:e
USGS	06354881	2017-12-17	0.99	A:e
USGS	06354881	2017-12-18	0.86	A:e
USGS	06354881	2017-12-19	0.72	A:e
USGS	06354881	2017-12-20	0.58	A:e
USGS	06354881	2017-12-21	0.48	A:e
USGS	06354881	2017-12-22	0.40	A:e
USGS	06354881	2017-12-23	0.31	A:e
USGS	06354881	2017-12-24	0.22	A:e
USGS	06354881	2017-12-25	0.13	A:e
USGS	06354881	2017-12-26	0.06	A:e
USGS	06354881	2017-12-27	0.03	A:e
USGS	06354881	2017-12-28	0.02	A:e
USGS	06354881	2017-12-29	0.02	A:e
USGS	06354881	2017-12-30	0.02	A:e
USGS	06354881	2017-12-31	0.01	A:e
USGS	06354881	2018-01-01	0.01	A:e
USGS	06354881	2018-01-02	0.02	A:e
USGS	06354881	2018-01-03	0.03	A:e
USGS	06354881	2018-01-04	0.01	A:e
USGS	06354881	2018-01-05	0.02	A:e
USGS	06354881	2018-01-06	0.23	A:e
USGS	06354881	2018-01-07	0.92	A:e
USGS	06354881	2018-01-08	1.61	A:e
USGS	06354881	2018-01-09	2.17	A:e
USGS	06354881	2018-01-10	2.53	A:e
USGS	06354881	2018-01-11	2.91	A:e
USGS	06354881	2018-01-12	3.32	A:e
USGS	06354881	2018-01-13	3.50	A:e
USGS	06354881	2018-01-14	3.64	A:e
USGS	06354881	2018-01-15	3.66	A:e
USGS	06354881	2018-01-16	3.64	A:e
USGS	06354881	2018-01-17	3.57	A:e
USGS	06354881	2018-01-18	3.70	A:e
USGS	06354881	2018-01-19	4.03	A:e
USGS	06354881	2018-01-20	4.29	A:e
USGS	06354881	2018-01-21	4.30	A:e
USGS	06354881	2018-01-22	4.03	A:e
USGS	06354881	2018-01-23	3.68	A:e
USGS	06354881	2018-01-24	3.36	A:e
USGS	06354881	2018-01-25	3.26	A:e
USGS	06354881	2018-01-26	3.25	A:e
USGS	06354881	2018-01-27	3.11	A:e
USGS	06354881	2018-01-28	2.89	A:e
USGS	06354881	2018-01-29	2.57	A:e
USGS	06354881	2018-01-30	2.21	A:e
USGS	06354881	2018-01-31	1.97	A:e
USGS	06354881	2018-02-01	1.74	A:e
USGS	06354881	2018-02-02	1.40	A:e
USGS	06354881	2018-02-03	1.14	A:e
USGS	06354881	2018-02-04	0.94	A:e
USGS	06354881	2018-02-05	0.94	A:e
USGS	06354881	2018-02-06	1.12	A:e
USGS	06354881	2018-02-07	1.14	A:e
USGS	06354881	2018-02-08	1.18	A:e
USGS	06354881	2018-02-09	1.37	A:e
USGS	06354881	2018-02-10	1.63	A:e
USGS	06354881	2018-02-11	1.92	A:e
USGS	06354881	2018-02-12	2.48	A:e
USGS	06354881	2018-02-13	2.70	A:e
USGS	06354881	2018-02-14	2.87	A:e
USGS	06354881	2018-02-15	3.28	A:e
USGS	06354881	2018-02-16	3.69	A:e
USGS	06354881	2018-02-17	4.43	A:e
USGS	06354881	2018-02-18	5.15	A:e
USGS	06354881	2018-02-19	5.57	A:e
USGS	06354881	2018-02-20	6.48	A:e
USGS	06354881	2018-02-21	7.72	A:e
USGS	06354881	2018-02-22	10.4	A:e
USGS	06354881	2018-02-23	14.3	A:e
USGS	06354881	2018-02-24	19.5	A:e
USGS	06354881	2018-02-25	27.2	A:e
USGS	06354881	2018-02-26	34.6	A:e
USGS	06354881	2018-02-27	40.4	A:e
USGS	06354881	2018-02-28	46.3	A:e
USGS	06354881	2018-03-01	50.5	A:e
USGS	06354881	2018-03-02	54.4	A:e
USGS	06354881	2018-03-03	57.6	A:e
USGS	06354881	2018-03-04	60.2	A:e
USGS	06354881	2018-03-05	61.7	A:e
USGS	06354881	2018-03-06	63.0	A:e
USGS	06354881	2018-03-07	64.3	A:e
USGS	06354881	2018-03-08	66.2	A:e
USGS	06354881	2018-03-09	70.2	A:e
USGS	06354881	2018-03-10	76.7	A:e
USGS	06354881	2018-03-11	83.2	A:e
USGS	06354881	2018-03-12	89.3	A:e
USGS	06354881	2018-03-13	94.5	A:e
USGS	06354881	2018-03-14	98.4	A:e
USGS	06354881	2018-03-15	101	A:e
USGS	06354881	2018-03-16	103	A:e
USGS	06354881	2018-03-17	105	A:e
USGS	06354881	2018-03-18	107	A:e
USGS	06354881	2018-03-19	108	A:e
USGS	06354881	2018-03-20	109	A:e
USGS	06354881	2018-03-21	109	A:e
USGS	06354881	2018-03-22	110	A:e
USGS	06354881	2018-03-23	110	A:e
USGS	06354881	2018-03-24	111	A:e
USGS	06354881	2018-03-25	111	A:e
USGS	06354881	2018-03-26	108	A:e
USGS	06354881	2018-03-27	100	A:e
USGS	06354881	2018-03-28	89.8	A:e
USGS	06354881	2018-03-29	79.1	A:e
USGS	06354881	2018-03-30	67.9	A:e
USGS	06354881	2018-03-31	57.9	A:e
USGS	06354881	2018-04-01	47.1	A:e
USGS	06354881	2018-04-02	39.9	A:e
USGS	06354881	2018-04-03	37.1	A:e
USGS	06354881	2018-04-04	34.7	A:e
USGS	06354881	2018-04-05	32.4	A:e
USGS	06354881	2018-04-06	30.0	A:e
USGS	06354881	2018-04-07	28.1	A:e
USGS	06354881	2018-04-08	27.2	A:e
USGS	06354881	2018-04-09	27.2	A:e
USGS	06354881	2018-04-10	28.0	A:e
USGS	06354881	2018-04-11	30.1	A:e
USGS	06354881	2018-04-12	32.8	A:e
USGS	06354881	2018-04-13	35.1	A:e
USGS	06354881	2018-04-14	33.2	A:e
USGS	06354881	2018-04-15	29.8	A:e
USGS	06354881	2018-04-16	27.0	A:e
USGS	06354881	2018-04-17	25.2	A:e
USGS	06354881	2018-04-18	23.5	A:e
USGS	06354881	2018-04-19	22.0	A:e
USGS	06354881	2018-04-20	20.7	A:e
USGS	06354881	2018-04-21	19.4	A:e
USGS	06354881	2018-04-22	18.0	A:e
USGS	06354881	2018-04-23	16.6	A:e
USGS	06354881	2018-04-24	17.6	A
USGS	06354881	2018-04-25	17.1	A
USGS	06354881	2018-04-26	13.3	A
USGS	06354881	2018-04-27	9.81	A
USGS	06354881	2018-04-28	7.76	A
USGS	06354881	2018-04-29	5.98	A
USGS	06354881	2018-04-30	4.64	A
USGS	06354881	2018-05-01	5.01	A
USGS	06354881	2018-05-02	4.39	A
USGS	06354881	2018-05-03	4.09	A
USGS	06354881	2018-05-04	3.65	A
USGS	06354881	2018-05-05	3.34	A
USGS	06354881	2018-05-06	2.92	A
